StudyHours,Attendance,PastScore,Internet,SleepHours,Passed
8,73,45,Yes,5,No
8,51,93,Yes,6,Yes
1,51,40,Yes,5,No
2,81,38,Yes,4,No
5,84,88,No,7,Yes
3,90,90,No,10,Yes
10,81,69,No,6,Yes
10,100,46,No,9,Yes
10,65,56,No,7,Yes
7,76,67,No,7,Yes
4,61,47,Yes,6,No
6,65,54,Yes,4,No
4,52,67,Yes,10,No
8,83,94,No,5,Yes
2,52,74,Yes,4,No
1,66,84,No,6,No
5,75,96,Yes,6,Yes
7,98,96,Yes,5,Yes
1,49,42,No,3,No
4,44,64,No,6,No
5,83,59,Yes,5,No
4,75,20,No,8,No
8,46,50,No,5,No
8,74,74,Yes,10,Yes
8,44,77,No,6,Yes
10,95,47,Yes,7,Yes
8,84,91,Yes,7,Yes
4,49,59,Yes,3,No
6,61,22,Yes,3,No
2,43,52,No,4,No
3,68,74,No,7,No
2,75,38,Yes,10,No
2,82,47,Yes,5,No
10,99,40,Yes,10,Yes
5,96,69,No,8,Yes
1,55,94,Yes,4,No
5,99,88,No,10,Yes
9,59,95,Yes,3,Yes
7,58,26,Yes,5,No
3,59,44,Yes,3,No
8,65,43,Yes,7,No
1,60,37,Yes,7,No
5,70,92,Yes,4,Yes
7,58,33,Yes,3,No
4,48,91,Yes,7,No
10,58,99,No,8,Yes
5,67,24,Yes,8,No
4,42,48,Yes,4,No
9,58,97,No,10,Yes
3,47,49,No,7,No
10,53,53,Yes,6,No
1,53,56,Yes,8,No
9,75,39,Yes,6,No
10,72,37,No,4,No
8,97,44,No,5,Yes
1,45,70,No,7,No
7,46,29,Yes,3,No
7,86,66,No,10,Yes
10,98,97,No,7,Yes
4,40,91,No,3,No
2,54,37,No,6,No
4,67,44,Yes,9,No
2,91,78,No,5,No
2,79,27,No,3,No
10,47,99,Yes,9,Yes
2,73,60,Yes,5,No
2,60,90,No,10,Yes
4,98,36,No,10,No
5,81,46,No,7,No
3,84,28,Yes,6,No
10,74,26,Yes,6,No
10,54,62,Yes,7,Yes
7,59,32,No,7,No
8,54,47,No,5,No
6,94,74,Yes,9,Yes
2,70,82,No,7,No
5,50,56,Yes,3,No
5,92,71,No,6,Yes
9,49,26,Yes,8,No
5,74,83,Yes,4,No
2,69,67,No,6,No
4,40,21,Yes,9,No
1,45,30,Yes,6,No
3,45,24,No,6,No
10,56,23,Yes,10,No
2,98,82,Yes,6,Yes
5,61,83,Yes,8,Yes
1,63,33,Yes,4,No
9,98,29,Yes,9,Yes
7,62,56,Yes,6,No
2,92,49,No,3,No
4,64,70,No,8,No
6,42,81,Yes,8,No
10,48,67,No,6,Yes
10,96,99,No,6,Yes
4,86,46,Yes,8,No
9,96,42,No,3,No
3,51,48,Yes,6,No
7,85,90,Yes,4,Yes
1,48,23,Yes,9,No
1,62,82,Yes,5,No
6,68,61,Yes,7,No
8,50,60,No,9,Yes
8,95,22,No,6,No
5,76,35,No,7,No
1,86,49,Yes,4,No
4,54,58,Yes,9,No
6,44,56,No,4,No
6,61,67,Yes,3,No
1,59,23,Yes,5,No
7,57,53,No,8,No
2,86,40,Yes,10,No
7,63,29,No,10,No
4,62,39,Yes,9,No
7,54,63,No,5,No
7,65,98,Yes,6,Yes
6,81,36,No,4,No
10,61,61,Yes,9,Yes
4,56,86,Yes,9,Yes
2,55,56,No,9,No
6,87,41,Yes,10,Yes
1,80,97,No,3,No
2,69,42,Yes,7,No
2,89,83,Yes,9,Yes
8,90,38,No,6,No
7,44,36,No,5,No
5,50,24,Yes,6,No
10,48,82,Yes,10,Yes
2,88,39,Yes,10,No
1,81,27,No,5,No
10,81,86,Yes,6,Yes
4,71,68,No,8,No
7,71,47,No,6,No
10,62,33,No,9,No
3,61,54,Yes,3,No
2,84,21,No,8,No
7,45,53,Yes,8,No
5,100,74,Yes,10,Yes
8,47,35,No,4,No
10,57,100,Yes,5,Yes
2,42,83,No,3,No
9,80,84,No,9,Yes
4,93,70,Yes,10,Yes
7,43,82,Yes,10,Yes
8,44,84,No,5,Yes
8,59,57,No,8,Yes
4,41,84,Yes,4,No
9,67,23,No,6,No
7,52,76,Yes,10,Yes
8,60,84,Yes,6,Yes
10,51,77,Yes,5,Yes
6,79,89,No,10,Yes
9,68,60,Yes,9,Yes
2,88,97,No,6,Yes
1,72,52,Yes,10,No
7,81,66,No,6,Yes
3,41,20,Yes,3,No
4,60,44,Yes,3,No
4,100,48,No,7,No
4,86,66,Yes,4,No
9,76,59,Yes,10,Yes
8,85,85,No,8,Yes
4,56,34,Yes,6,No
6,70,95,No,5,Yes
9,59,92,Yes,3,Yes
1,68,100,No,4,No
6,70,98,Yes,8,Yes
5,85,76,No,8,Yes
1,93,34,Yes,4,No
3,96,34,No,6,No
2,97,52,No,8,No
10,57,33,No,3,No
4,93,21,Yes,4,No
5,88,85,No,10,Yes
6,86,78,No,3,Yes
6,59,67,No,8,No
7,40,25,No,3,No
1,60,87,Yes,5,No
9,70,21,No,4,No
7,43,77,No,4,No
6,47,91,Yes,6,Yes
6,55,63,Yes,10,No
8,88,32,No,10,Yes
7,93,56,No,7,Yes
7,85,43,Yes,8,No
8,81,55,Yes,4,No
6,69,61,Yes,8,No
7,64,39,No,5,No
4,75,60,No,9,No
10,48,64,No,7,Yes
8,88,73,No,5,Yes
6,98,39,No,9,Yes
7,80,94,No,9,Yes
4,41,64,Yes,7,No
3,45,67,Yes,7,No
3,56,43,Yes,5,No
2,73,38,No,6,No
1,100,21,Yes,8,No
2,82,39,No,8,No
6,44,64,No,10,No
8,48,93,Yes,8,Yes
5,86,33,No,8,No
5,68,75,Yes,6,No
8,70,79,Yes,5,Yes
3,91,30,Yes,5,No
9,40,49,No,10,No
1,90,51,No,6,No
8,85,55,Yes,8,Yes
7,78,24,No,4,No
3,89,64,Yes,4,No
9,83,91,Yes,3,Yes
5,60,60,No,8,No
3,79,34,Yes,4,No
3,43,97,Yes,6,No
3,72,39,No,3,No
1,100,66,No,4,No
1,48,31,Yes,6,No
6,97,27,Yes,8,No
7,60,81,Yes,7,Yes
10,57,54,No,10,Yes
7,73,28,No,7,No
7,56,41,Yes,9,No
1,64,71,Yes,4,No
2,82,71,No,5,No
10,48,27,Yes,3,No
4,86,63,No,8,No
5,97,24,Yes,6,No
4,88,74,Yes,5,No
8,64,83,Yes,5,Yes
9,56,31,Yes,4,No
9,49,45,Yes,3,No
10,97,38,Yes,5,Yes
7,57,20,No,5,No
2,60,41,Yes,4,No
3,74,59,No,8,No
3,48,75,No,3,No
7,46,66,No,10,Yes
3,47,27,Yes,9,No
10,81,88,Yes,9,Yes
6,79,28,No,5,No
9,91,27,Yes,7,No
8,74,84,No,4,Yes
6,54,99,Yes,3,No
9,46,24,Yes,3,No
10,80,24,No,9,Yes
7,91,76,Yes,6,Yes
1,59,40,Yes,3,No
8,57,66,No,4,No
9,91,83,No,6,Yes
6,56,64,No,3,No
9,53,58,No,7,Yes
5,62,75,No,5,No
6,41,91,No,3,No
4,81,59,No,3,No
4,93,95,Yes,3,Yes
3,93,50,Yes,3,No
9,82,93,Yes,10,Yes
3,71,33,No,4,No
9,70,22,No,9,No
6,88,80,No,7,Yes
6,78,46,Yes,3,No
3,90,38,No,8,No
10,64,24,Yes,9,No
9,84,32,Yes,3,No
6,95,91,No,6,Yes
9,55,90,No,5,Yes
9,49,58,Yes,8,Yes
6,90,91,No,10,Yes
4,44,76,No,3,No
8,75,75,Yes,3,Yes
9,51,57,No,10,Yes
5,48,43,No,4,No
9,41,38,Yes,7,No
8,76,56,No,6,Yes
3,54,80,No,8,No
10,86,86,Yes,4,Yes
7,60,43,Yes,8,No
4,56,37,Yes,6,No
7,85,41,Yes,4,No
1,50,32,No,10,No
6,91,78,Yes,6,Yes
6,74,84,Yes,5,Yes
8,66,36,No,10,No
5,54,25,Yes,9,No
4,100,80,No,7,Yes
4,99,80,Yes,7,Yes
10,54,36,No,8,No
5,99,78,No,7,Yes
4,80,72,No,6,No
5,87,39,No,4,No
3,55,95,No,3,No
6,71,53,No,6,No
1,53,87,No,4,No
10,95,97,Yes,9,Yes
2,58,84,No,8,No
1,47,37,Yes,6,No
8,84,22,No,8,No
1,90,36,No,5,No
2,80,77,Yes,5,No
10,59,85,No,7,Yes
5,50,93,Yes,6,No
10,49,72,Yes,6,Yes
2,57,55,Yes,5,No
9,75,60,No,6,Yes
10,88,48,No,5,Yes
4,78,36,Yes,3,No
1,64,34,Yes,7,No
7,97,44,Yes,9,Yes
5,91,73,No,4,No
9,69,98,No,4,Yes
1,54,67,Yes,4,No
4,53,80,No,9,No
2,42,23,No,6,No
6,43,71,Yes,3,No
8,87,74,Yes,4,Yes
4,56,95,No,7,Yes
2,43,62,Yes,10,No
1,65,36,No,9,No
7,54,85,Yes,8,Yes
7,80,96,No,9,Yes
8,62,29,No,5,No
5,89,74,No,5,Yes
9,53,74,Yes,7,Yes
4,87,79,Yes,10,Yes
10,43,91,Yes,4,Yes
7,89,60,No,6,Yes
10,43,89,No,6,Yes
10,85,99,No,5,Yes
3,56,28,No,10,No
10,67,63,No,5,Yes
5,41,75,No,9,No
2,60,90,No,4,No
3,54,96,No,5,No
6,63,44,Yes,9,No
10,68,35,Yes,9,Yes
3,77,55,Yes,3,No
3,86,61,No,3,No
4,75,31,Yes,5,No
5,69,24,Yes,8,No
9,61,37,Yes,9,No
10,60,48,No,5,No
4,90,53,Yes,5,No
9,76,38,No,7,No
1,96,71,No,6,No
4,66,37,Yes,9,No
5,55,82,No,4,No
3,85,33,Yes,5,No
1,79,96,No,8,Yes
2,54,72,Yes,4,No
9,86,92,No,5,Yes
6,89,35,No,10,No
5,57,42,No,8,No
3,49,33,No,5,No
4,41,80,Yes,10,No
10,66,36,Yes,9,Yes
3,79,96,Yes,4,No
3,56,29,No,10,No
3,95,99,Yes,9,Yes
1,69,80,No,7,No
7,45,57,Yes,10,No
2,71,80,No,9,No
7,72,76,No,9,Yes
4,62,34,No,3,No
7,65,35,Yes,9,No
6,88,62,Yes,10,Yes
9,82,64,Yes,9,Yes
9,88,86,Yes,7,Yes
4,64,79,Yes,5,No
2,68,69,No,9,No
6,61,38,Yes,3,No
4,54,96,No,9,Yes
10,100,76,No,7,Yes
8,85,27,Yes,9,No
9,72,88,No,3,Yes
5,48,99,No,3,No
5,63,96,No,7,Yes
1,48,55,No,3,No
2,83,65,No,6,No
8,42,41,Yes,4,No
8,89,82,Yes,4,Yes
7,55,100,Yes,4,Yes
10,71,25,No,6,No
9,86,48,No,5,Yes
4,56,48,Yes,6,No
1,40,31,Yes,10,No
1,85,81,No,6,No
8,82,95,No,4,Yes
8,93,35,Yes,4,No
1,79,95,No,9,Yes
8,62,44,No,4,No
3,96,97,Yes,5,Yes
8,40,79,No,3,No
9,66,49,Yes,8,Yes
1,89,100,Yes,5,No
2,97,56,Yes,8,No
8,52,36,Yes,4,No
4,86,39,Yes,7,No
4,68,63,No,6,No
3,67,52,No,9,No
2,55,51,No,10,No
3,100,54,Yes,6,No
3,66,47,Yes,9,No
5,87,91,Yes,8,Yes
7,55,74,No,10,Yes
6,98,29,No,10,No
4,74,63,Yes,10,No
6,81,49,No,6,No
3,40,66,Yes,4,No
9,66,76,No,3,Yes
5,82,99,Yes,5,Yes
3,54,80,No,4,No
8,69,47,Yes,5,No
6,98,74,No,8,Yes
5,49,92,No,5,No
10,46,54,No,3,No
9,42,91,Yes,10,Yes
10,48,59,No,6,Yes
7,98,31,No,10,Yes
1,76,37,Yes,7,No
6,42,40,No,5,No
1,98,26,Yes,5,No
2,45,31,Yes,4,No
10,48,83,Yes,3,Yes
3,58,80,Yes,10,No
10,51,86,No,7,Yes
5,54,63,No,10,No
7,85,94,No,3,Yes
7,54,32,No,9,No
5,85,61,No,5,No
1,47,79,Yes,5,No
6,43,25,Yes,9,No
7,81,88,Yes,4,Yes
5,94,49,Yes,4,No
4,73,78,Yes,3,No
1,77,99,No,3,No
10,93,48,No,9,Yes
7,57,66,No,6,No
3,79,24,Yes,5,No
10,93,71,Yes,3,Yes
5,78,21,Yes,10,No
9,42,28,Yes,10,No
6,68,44,Yes,7,No
10,73,30,No,9,Yes
4,70,49,No,10,No
7,59,86,Yes,3,No
1,49,63,No,7,No
7,51,50,No,8,No
4,63,55,No,3,No
8,88,24,No,10,Yes
3,52,26,No,7,No
10,99,44,Yes,4,Yes
9,84,54,No,5,Yes
2,68,74,No,9,No
5,46,67,Yes,6,No
6,82,36,No,3,No
10,62,99,Yes,7,Yes
10,46,86,No,3,Yes
8,78,93,No,10,Yes
9,93,57,No,7,Yes
1,54,56,No,6,No
7,97,72,No,6,Yes
7,68,82,No,9,Yes
7,64,69,No,3,No
1,75,76,Yes,8,No
6,95,63,No,9,Yes
2,61,66,Yes,4,No
1,83,56,No,7,No
6,65,42,Yes,3,No
1,56,20,No,6,No
5,72,79,Yes,9,Yes
10,69,47,Yes,10,Yes
10,66,71,No,5,Yes
9,100,23,Yes,8,Yes
6,76,76,No,7,Yes
10,46,88,No,5,Yes
5,96,37,No,8,No
4,82,34,No,5,No
4,91,47,Yes,10,No
10,63,61,No,4,Yes
9,72,31,Yes,6,No
5,74,70,No,5,No
3,48,86,No,6,No
10,89,25,No,10,Yes
7,84,39,No,7,No
8,71,93,Yes,8,Yes
1,52,62,No,8,No
7,61,30,Yes,4,No
4,55,33,No,8,No
1,96,59,Yes,4,No
10,47,99,Yes,7,Yes
10,83,89,No,4,Yes
10,70,28,Yes,5,No
7,96,39,Yes,7,No
5,72,46,Yes,4,No
4,73,22,Yes,10,No
6,56,43,Yes,6,No
8,86,37,Yes,6,No
3,86,97,No,3,No
1,61,42,No,6,No
6,53,72,No,8,No
8,47,81,Yes,9,Yes
7,84,49,No,8,Yes
6,72,81,No,10,Yes
9,85,28,No,8,No
3,58,46,Yes,3,No
1,96,70,No,4,No
6,79,84,Yes,9,Yes
5,87,53,Yes,3,No
2,45,51,Yes,4,No
8,99,89,Yes,3,Yes
5,59,96,No,3,No
3,77,35,Yes,10,No
3,94,23,No,4,No
10,47,79,Yes,9,Yes
9,55,23,No,8,No
6,66,21,No,3,No
6,77,36,No,6,No
10,53,100,No,9,Yes
8,63,90,Yes,10,Yes
3,50,63,Yes,4,No
10,41,63,Yes,8,Yes
6,59,67,Yes,10,Yes
7,91,45,Yes,5,No
3,95,26,No,4,No
1,76,36,No,4,No
9,70,80,Yes,8,Yes
10,59,52,Yes,4,No
10,70,70,No,6,Yes
3,75,83,No,7,No
10,54,68,Yes,6,Yes
8,100,22,Yes,6,No
5,45,82,No,3,No
8,69,83,Yes,3,Yes
5,73,65,Yes,10,Yes
3,49,62,No,10,No
9,70,44,Yes,10,Yes
7,40,86,Yes,4,No
4,75,41,No,7,No
5,98,64,No,8,Yes
8,54,46,No,8,No
5,57,21,No,7,No
5,97,34,Yes,5,No
8,97,73,Yes,8,Yes
10,53,32,No,6,No
3,96,22,Yes,10,No
4,76,48,No,4,No
8,85,23,Yes,8,No
3,43,67,No,10,No
7,68,71,No,6,Yes
5,45,83,Yes,4,No
5,81,25,No,4,No
10,92,58,No,8,Yes
9,87,42,No,7,Yes
7,56,83,Yes,5,Yes
6,55,79,No,7,Yes
1,64,32,No,6,No
10,66,36,No,7,No
7,77,82,Yes,7,Yes
7,45,86,No,10,Yes
3,70,31,No,6,No
8,44,78,No,10,Yes
5,57,75,No,6,No
7,87,22,No,9,No
9,88,61,No,10,Yes
4,83,68,No,8,Yes
9,62,52,Yes,3,No
9,81,37,Yes,9,Yes
6,59,50,Yes,4,No
4,87,90,Yes,8,Yes
1,50,71,Yes,3,No
7,65,73,Yes,7,Yes
5,47,95,Yes,5,No
8,79,22,No,10,No
3,79,24,Yes,5,No
3,51,45,Yes,5,No
9,46,96,Yes,3,Yes
4,99,52,No,8,No
10,81,74,Yes,10,Yes
2,53,21,Yes,4,No
4,96,30,No,8,No
3,77,66,No,5,No
7,92,80,Yes,10,Yes
4,64,34,Yes,3,No
3,94,81,No,3,No
3,58,34,No,9,No
5,43,51,No,7,No
4,40,59,Yes,3,No
9,62,99,Yes,6,Yes
1,74,53,No,4,No
10,79,57,No,10,Yes
2,99,82,No,7,Yes
8,79,60,Yes,6,Yes
3,94,31,No,7,No
4,65,59,No,7,No
8,62,83,Yes,4,Yes
4,86,24,Yes,7,No
3,63,49,Yes,6,No
9,47,59,No,6,No
5,96,32,Yes,5,No
10,75,83,Yes,6,Yes
5,50,30,No,7,No
5,47,97,Yes,6,No
9,85,27,Yes,8,No
6,94,36,No,10,Yes
4,84,88,Yes,6,Yes
1,80,46,Yes,4,No
5,89,23,No,4,No
9,83,53,Yes,4,Yes
8,100,97,No,10,Yes
4,95,73,Yes,8,Yes
4,72,41,Yes,3,No
6,94,32,No,3,No
1,69,88,No,6,No
7,86,83,No,4,Yes
5,85,39,No,4,No
4,57,65,No,4,No
8,70,39,Yes,3,No
5,96,90,Yes,4,Yes
9,87,76,Yes,10,Yes
1,93,68,No,4,No
8,56,49,Yes,9,No
2,71,26,No,7,No
3,88,86,No,7,Yes
8,58,84,No,3,Yes
2,46,33,Yes,4,No
3,44,56,Yes,7,No
2,93,26,Yes,7,No
8,48,95,No,7,Yes
1,99,36,Yes,4,No
6,76,58,Yes,6,No
4,75,73,Yes,4,No
4,83,30,No,5,No
5,78,86,No,10,Yes
3,75,84,No,9,Yes
8,88,61,Yes,6,Yes
3,55,32,Yes,7,No
7,80,82,Yes,8,Yes
1,65,30,Yes,6,No
5,40,71,Yes,6,No
10,92,80,No,6,Yes
8,66,52,No,5,No
10,90,44,No,7,Yes
5,99,85,Yes,6,Yes
3,61,49,No,9,No
2,55,96,No,4,No
10,53,60,Yes,4,No
2,99,71,No,4,No
5,61,37,No,8,No
6,47,34,No,8,No
3,77,32,No,4,No
1,92,93,Yes,6,No
6,86,72,No,6,Yes
1,67,35,No,6,No
9,93,57,Yes,8,Yes
10,40,87,Yes,8,Yes
8,58,48,Yes,3,No
3,93,86,No,4,No
5,85,52,Yes,6,No
10,95,72,Yes,9,Yes
1,91,28,Yes,3,No
3,74,89,No,10,Yes
4,74,73,No,4,No
10,71,80,Yes,9,Yes
5,98,61,No,10,Yes
3,42,89,Yes,9,No
9,81,56,No,4,Yes
7,77,31,Yes,4,No
4,70,75,No,10,Yes
8,75,100,No,10,Yes
5,91,61,Yes,6,No
8,98,60,Yes,3,Yes
5,77,25,Yes,7,No
10,48,44,No,5,No
2,70,34,Yes,10,No
10,84,95,No,8,Yes
2,94,84,No,6,No
9,63,32,No,3,No
1,51,80,Yes,5,No
8,63,21,Yes,5,No
9,58,65,No,3,No
3,44,36,No,4,No
5,52,37,No,4,No
6,88,64,Yes,3,No
5,81,46,Yes,6,No
3,74,64,Yes,8,No
7,73,68,No,4,No
2,91,96,Yes,9,Yes
7,40,21,Yes,9,No
1,43,49,Yes,5,No
2,45,58,Yes,4,No
3,87,79,Yes,4,No
8,50,61,No,4,No
5,62,62,No,6,No
3,95,82,Yes,8,Yes
8,97,54,No,7,Yes
8,51,23,No,10,No
4,100,93,No,9,Yes
3,75,96,Yes,10,Yes
9,57,81,No,7,Yes
7,90,22,Yes,6,No
4,73,86,Yes,5,No
3,84,51,No,5,No
3,58,72,Yes,8,No
5,93,46,Yes,3,No
2,87,55,No,4,No
9,57,30,No,7,No
2,74,82,Yes,3,No
3,74,98,No,5,Yes
6,59,20,No,6,No
10,61,81,No,10,Yes
8,71,73,No,6,Yes
9,46,43,Yes,6,No
2,65,66,Yes,3,No
1,53,100,No,8,No
5,60,25,No,8,No
1,61,58,No,5,No
4,66,81,Yes,3,No
7,83,22,Yes,8,No
10,51,62,No,3,No
7,65,38,Yes,10,No
9,73,35,No,7,No
1,59,23,No,7,No
5,45,55,Yes,5,No
2,59,62,Yes,8,No
3,60,33,Yes,7,No
4,45,36,Yes,3,No
4,100,42,No,3,No
2,81,74,No,3,No
7,89,44,Yes,6,No
7,73,43,No,10,Yes
10,48,26,Yes,10,No
4,85,91,No,4,Yes
5,89,83,Yes,3,Yes
1,48,51,Yes,4,No
6,78,84,Yes,8,Yes
5,93,89,Yes,6,Yes
6,99,50,No,4,No
5,60,39,No,10,No
6,53,65,Yes,9,No
2,64,21,Yes,8,No
8,51,41,No,4,No
6,74,27,Yes,9,No
4,99,39,No,5,No
9,61,92,No,7,Yes
6,100,66,Yes,4,Yes
5,78,64,No,5,No
1,78,54,No,9,No
6,48,38,Yes,9,No
6,79,61,Yes,7,Yes
5,43,81,No,6,No
1,94,55,No,8,No
8,85,72,No,4,Yes
8,74,62,Yes,10,Yes
2,56,69,No,10,No
6,46,74,Yes,10,Yes
9,40,59,Yes,5,No
5,49,95,Yes,10,Yes
8,76,97,No,9,Yes
9,41,72,No,8,Yes
10,53,43,Yes,10,Yes
6,100,88,Yes,3,Yes
4,77,87,Yes,3,No
7,92,91,No,4,Yes
4,62,100,No,8,Yes
9,85,86,No,8,Yes
3,73,21,No,9,No
9,80,89,Yes,4,Yes
7,61,83,Yes,9,Yes
3,70,25,No,5,No
8,100,42,Yes,3,No
7,47,92,No,8,Yes
3,93,37,Yes,8,No
8,59,30,Yes,6,No
1,78,62,No,3,No
3,69,64,Yes,10,No
6,70,45,Yes,9,No
10,47,93,No,8,Yes
3,76,94,Yes,6,Yes
10,78,66,No,3,Yes
8,64,98,No,4,Yes
8,62,94,No,9,Yes
4,49,59,Yes,9,No
5,81,80,Yes,4,No
4,68,22,Yes,6,No
9,44,85,Yes,3,Yes
5,43,87,Yes,9,Yes
4,48,27,No,3,No
5,40,55,No,3,No
7,59,63,No,3,No
8,81,61,No,7,Yes
5,72,71,Yes,4,No
4,71,20,No,10,No
5,57,100,Yes,5,Yes
9,57,46,No,3,No
3,43,44,No,5,No
8,77,83,Yes,3,Yes
3,49,37,Yes,8,No
7,58,82,No,6,Yes
2,63,71,No,3,No
2,65,88,Yes,6,No
4,42,50,Yes,6,No
6,97,33,No,7,No
8,94,85,Yes,3,Yes
10,61,32,No,7,No
2,64,33,Yes,5,No
2,99,65,Yes,8,No
9,61,51,Yes,9,Yes
2,62,58,No,9,No
3,62,40,Yes,8,No
6,95,28,Yes,3,No
4,90,92,No,10,Yes
10,100,84,No,5,Yes
1,64,87,No,3,No
1,65,44,Yes,6,No
8,80,98,Yes,3,Yes
6,93,71,No,7,Yes
3,63,95,Yes,8,Yes
6,60,89,Yes,7,Yes
2,45,64,Yes,8,No
10,76,53,Yes,8,Yes
5,91,49,Yes,3,No
2,58,91,No,5,No
2,79,62,No,9,No
6,94,57,Yes,3,No
5,78,41,Yes,4,No
5,61,80,Yes,8,Yes
10,58,24,Yes,9,No
2,62,60,Yes,6,No
9,63,34,No,6,No
8,89,69,No,9,Yes
9,43,41,No,10,No
1,44,44,Yes,6,No
2,56,95,No,9,No
1,50,50,No,9,No
4,56,31,No,6,No
6,75,41,No,6,No
6,42,29,Yes,7,No
10,69,86,No,5,Yes
7,85,84,No,9,Yes
3,78,33,No,3,No
2,40,74,Yes,4,No
6,92,53,Yes,6,No
5,85,75,No,10,Yes
2,81,45,Yes,6,No
9,76,31,No,8,No
7,64,21,No,10,No
2,91,71,No,4,No
10,92,91,Yes,9,Yes
9,93,28,No,6,No
2,75,69,Yes,5,No
6,66,27,No,3,No
1,80,79,Yes,6,No
10,83,45,Yes,3,No
3,90,88,Yes,7,Yes
9,92,78,No,3,Yes
9,62,78,Yes,9,Yes
1,64,95,Yes,9,No
5,47,89,No,4,No
9,68,59,No,6,Yes
4,72,43,No,6,No
3,62,54,Yes,8,No
3,40,73,Yes,5,No
1,81,32,No,10,No
3,45,92,No,4,No
6,83,59,Yes,3,No
10,52,45,No,9,Yes
5,69,27,No,3,No
6,45,44,No,8,No
2,56,50,Yes,8,No
3,83,79,Yes,5,No
8,97,21,No,3,No
10,58,34,Yes,5,No
5,100,95,Yes,5,Yes
1,80,81,No,4,No
10,48,72,Yes,9,Yes
8,88,34,No,7,No
7,46,32,No,4,No
3,94,90,No,4,Yes
9,92,57,No,6,Yes
1,67,90,Yes,6,No
1,80,48,No,6,No
4,94,98,No,5,Yes
4,50,55,No,10,No
1,48,22,No,8,No
9,85,46,Yes,9,Yes
6,92,25,Yes,10,No
4,76,39,Yes,10,No
9,76,48,Yes,7,Yes
4,46,85,No,9,No
3,50,57,Yes,5,No
2,64,90,No,10,Yes
9,64,59,No,4,No
7,75,68,No,10,Yes
10,90,43,Yes,8,Yes
6,41,73,No,7,No
7,77,55,Yes,8,Yes
1,60,87,Yes,5,No
1,40,74,Yes,8,No
7,44,73,Yes,6,No
1,85,52,Yes,9,No
8,71,21,Yes,9,No
8,67,87,Yes,10,Yes
7,51,43,Yes,5,No
10,44,73,No,10,Yes
3,44,33,No,10,No
2,46,31,No,10,No
3,57,51,No,9,No
2,74,44,Yes,8,No
3,85,93,Yes,8,Yes
10,42,92,No,7,Yes
2,61,98,No,9,Yes
4,71,29,No,3,No
6,47,61,Yes,5,No
6,57,79,Yes,9,Yes
8,44,21,No,9,No
9,93,92,Yes,7,Yes
4,81,92,No,10,Yes
8,100,98,No,6,Yes
2,52,38,Yes,10,No
9,85,68,No,5,Yes
2,58,33,No,10,No
5,85,75,Yes,3,No
3,56,36,Yes,10,No
9,88,47,No,8,Yes
8,62,74,Yes,8,Yes
6,56,85,No,5,No
3,85,26,No,3,No
3,43,50,No,5,No
4,99,59,No,4,No
5,73,86,No,5,Yes
8,85,41,No,5,No
4,89,23,Yes,8,No
6,78,95,Yes,10,Yes
5,42,61,No,5,No
8,64,58,Yes,4,No
10,68,43,Yes,10,Yes
1,63,57,Yes,7,No
5,51,97,No,4,No
8,63,27,Yes,5,No
10,90,96,Yes,3,Yes
6,71,69,Yes,6,No
10,48,73,No,9,Yes
7,90,93,No,6,Yes
3,55,32,No,8,No
6,65,81,No,10,Yes
6,58,22,No,7,No
10,56,81,Yes,7,Yes
7,99,78,No,3,Yes
3,63,79,Yes,4,No
3,83,82,Yes,8,Yes
10,65,53,No,5,Yes
3,49,35,No,9,No
10,68,86,No,8,Yes
6,96,95,Yes,5,Yes
9,98,47,No,9,Yes
2,44,76,Yes,6,No
2,88,77,Yes,4,No
2,40,68,Yes,7,No
9,45,39,No,5,No
5,88,37,Yes,8,No
1,41,66,Yes,5,No
1,44,33,No,10,No
4,62,46,Yes,3,No
8,79,60,No,9,Yes
4,43,64,No,8,No
3,81,78,No,10,Yes
2,41,77,Yes,9,No
4,100,52,Yes,10,Yes
5,71,87,Yes,3,No
1,88,48,Yes,6,No
3,45,66,Yes,5,No
6,71,55,Yes,9,No
7,57,72,No,3,No
6,56,74,Yes,3,No
4,49,55,Yes,6,No
9,95,99,No,3,Yes
7,57,81,Yes,8,Yes
10,94,79,Yes,3,Yes
4,96,96,Yes,10,Yes
8,64,38,No,3,No
10,41,96,No,3,Yes
3,97,100,Yes,9,Yes
10,65,57,No,7,Yes
10,51,47,Yes,10,Yes
10,85,48,Yes,10,Yes
6,41,38,Yes,4,No
1,68,94,No,5,No
10,51,27,No,3,No
7,54,49,Yes,4,No
4,60,85,Yes,4,No
1,63,84,No,8,No
1,96,42,Yes,9,No
5,57,93,No,8,Yes
10,78,43,No,6,Yes
5,87,50,No,9,No
8,70,95,No,5,Yes
3,97,33,Yes,6,No
3,72,93,No,3,No
8,96,79,No,4,Yes
7,56,76,No,9,Yes
1,76,100,No,5,No
8,74,97,No,10,Yes
3,99,27,Yes,8,No
2,80,57,No,9,No
6,69,55,Yes,4,No
3,92,57,No,10,No
4,51,73,No,10,No
10,45,67,No,5,Yes
3,82,64,Yes,6,No
5,71,79,No,4,No
5,63,40,No,10,No
5,77,38,Yes,9,No
2,69,29,Yes,9,No
2,62,35,No,6,No
4,70,55,Yes,7,No
1,69,37,No,8,No
9,74,76,Yes,5,Yes
2,66,87,Yes,5,No
